單字 (Word),詞性 (POS),中文翻譯 (Translation),例句 (Example),已背過 (Learned),Learned,Status,Appeared
delicate,adj.,精美的,,FALSE,FALSE,,FALSE
delicious,adj.,可口的,,FALSE,FALSE,,FALSE
delightful,adj.,愉快,,FALSE,FALSE,,FALSE
deliver,v.,遞送,,FALSE,FALSE,,FALSE
delivery,n.,送貨,,FALSE,FALSE,,FALSE
democracy,n.,民主,,FALSE,FALSE,,FALSE
democrat,n.,民主黨人,,FALSE,FALSE,,FALSE
democratic,adj.,民主的,,FALSE,FALSE,,FALSE
demonstrate,v.,證明,,FALSE,FALSE,,FALSE
demonstration,n.,示範,,FALSE,FALSE,,FALSE
denial,n.,拒絕,,FALSE,FALSE,,FALSE
dense,adj.,稠密,,FALSE,FALSE,,FALSE
density,n.,密度,,FALSE,FALSE,,FALSE
dental,adj.,牙科,,FALSE,FALSE,,FALSE
dentist,n.,牙醫,,FALSE,FALSE,,FALSE
deny,v.,否定,,FALSE,FALSE,,FALSE
depart,v.,離開,,FALSE,FALSE,,FALSE
department,n.,部門,,FALSE,FALSE,,FALSE
departure,n.,離開,,FALSE,FALSE,,FALSE
depend,v.,依賴,,FALSE,FALSE,,FALSE
depict,v.,描繪,,FALSE,FALSE,,FALSE
deploy,v.,部署,,FALSE,FALSE,,FALSE
depress,v.,壓抑,,FALSE,FALSE,,FALSE
dime,n.,一毛錢,,FALSE,FALSE,,FALSE
dine,v.,吃飯,,FALSE,FALSE,,FALSE
dinner,n.,晚餐,,FALSE,FALSE,,FALSE
dinosaur,n.,恐龍,,FALSE,FALSE,,FALSE
diploma,n.,文憑,,FALSE,FALSE,,FALSE
diplomat,n.,外交官,,FALSE,FALSE,,FALSE
direction,n.,方向,,FALSE,FALSE,,FALSE
director,n.,導演,,FALSE,FALSE,,FALSE
dirt,n.,污垢,,FALSE,FALSE,,FALSE
disability,n.,殘疾,,FALSE,FALSE,,FALSE
disappear,v.,消失,,FALSE,FALSE,,FALSE
disaster,n.,災難,,FALSE,FALSE,,FALSE
dormitory/dorm,n.,宿舍/宿舍,,FALSE,FALSE,,FALSE
dove,n.,鴿子,,FALSE,FALSE,,FALSE
download,v.,下載,,FALSE,FALSE,,FALSE
downward,adj.,向下,,FALSE,FALSE,,FALSE
dozen,n.,打,,FALSE,FALSE,,FALSE
dragon,n.,龍,,FALSE,FALSE,,FALSE
drama,n.,戲劇,,FALSE,FALSE,,FALSE
drastic,adj.,激烈的,,FALSE,FALSE,,FALSE
draught,n.,草稿,,FALSE,FALSE,,FALSE
drawer,n.,抽屜,,FALSE,FALSE,,FALSE
drawing,n.,繪畫,,FALSE,FALSE,,FALSE
dresser,n.,梳妝台,,FALSE,FALSE,,FALSE
dressing,n.,敷料,,FALSE,FALSE,,FALSE
eagle,n.,鷹,,FALSE,FALSE,,FALSE
ear,n.,耳朵,,FALSE,FALSE,,FALSE
electric,adj.,電的,,FALSE,FALSE,,FALSE
electrical,adj.,電氣,,FALSE,FALSE,,FALSE
electrician,n.,電工,,FALSE,FALSE,,FALSE
elephant,n.,大象,,FALSE,FALSE,,FALSE
elevate,v.,提升,,FALSE,FALSE,,FALSE
eligible,adj.,有資格的,,FALSE,FALSE,,FALSE
eloquent,adj.,雄辯,,FALSE,FALSE,,FALSE
else,adv.,別的,,FALSE,FALSE,,FALSE
emergency,n.,緊急情況,,FALSE,FALSE,,FALSE
emigrant,n.,移民,,FALSE,FALSE,,FALSE
emigrate,v.,移民,,FALSE,FALSE,,FALSE
emigration,n.,移民,,FALSE,FALSE,,FALSE
emission,n.,排放,,FALSE,FALSE,,FALSE
emotion,n.,情感,,FALSE,FALSE,,FALSE
emotional,adj.,情緒化的,,FALSE,FALSE,,FALSE
emperor,n.,皇帝,,FALSE,FALSE,,FALSE
emphasize,v.,強調,,FALSE,FALSE,,FALSE
eternity,n.,永恆,,FALSE,FALSE,,FALSE
ethic(s),n.,倫理）,,FALSE,FALSE,,FALSE
ethical,adj.,道德的,,FALSE,FALSE,,FALSE
evacuate,v.,撤離,,FALSE,FALSE,,FALSE
evaluate,v.,評價,,FALSE,FALSE,,FALSE
evaluation,n.,評估,,FALSE,FALSE,,FALSE
eve,n.,前夕,,FALSE,FALSE,,FALSE
evening,n.,晚上,,FALSE,FALSE,,FALSE
event,n.,事件,,FALSE,FALSE,,FALSE
eventual,adj.,最終的,,FALSE,FALSE,,FALSE
ever,adv.,曾經,,FALSE,FALSE,,FALSE
every,adj.,每一個,,FALSE,FALSE,,FALSE
everything,pron.,一切,,FALSE,FALSE,,FALSE
evident,adj.,明顯,,FALSE,FALSE,,FALSE
evoke,v.,喚起,,FALSE,FALSE,,FALSE
evolution,n.,進化,,FALSE,FALSE,,FALSE
evolve,v.,發展,,FALSE,FALSE,,FALSE
exact,adj.,精確的,,FALSE,FALSE,,FALSE
exaggerate,v.,誇大,,FALSE,FALSE,,FALSE
exaggeration,n.,誇張,,FALSE,FALSE,,FALSE
examination/exam,n.,考試/考試,,FALSE,FALSE,,FALSE
examine,v.,檢查,,FALSE,FALSE,,FALSE
examinee,n.,考生,,FALSE,FALSE,,FALSE
examiner,n.,考官,,FALSE,FALSE,,FALSE
example,n.,例子,,FALSE,FALSE,,FALSE
exceed,v.,超過,,FALSE,FALSE,,FALSE
excel,v.,卓越,,FALSE,FALSE,,FALSE
fable,n.,寓言,,FALSE,FALSE,,FALSE
excellence,n.,卓越,,FALSE,FALSE,,FALSE
fabric,n.,織物,,FALSE,FALSE,,FALSE
excellent,adj.,出色的,,FALSE,FALSE,,FALSE
fabulous,adj.,神話般的,,FALSE,FALSE,,FALSE
exception,n.,例外,,FALSE,FALSE,,FALSE
facial,adj.,面部的,,FALSE,FALSE,,FALSE
exceptional,adj.,異常的,,FALSE,FALSE,,FALSE
facilitate,v.,促進,,FALSE,FALSE,,FALSE
facility,n.,設施,,FALSE,FALSE,,FALSE
fact,n.,事實,,FALSE,FALSE,,FALSE
faction,n.,派,,FALSE,FALSE,,FALSE
factor,n.,因素,,FALSE,FALSE,,FALSE
factory,n.,工廠,,FALSE,FALSE,,FALSE
faculty,n.,學院,,FALSE,FALSE,,FALSE
fade,v.,褪色,,FALSE,FALSE,,FALSE
Fahrenheit,n.,華氏度,,FALSE,FALSE,,FALSE
failure,n.,失敗,,FALSE,FALSE,,FALSE
fairly,adv.,相當,,FALSE,FALSE,,FALSE
faith,n.,信仰,,FALSE,FALSE,,FALSE
faithful,adj.,忠實,,FALSE,FALSE,,FALSE
false,adj.,錯誤的,,FALSE,FALSE,,FALSE
falter,v.,動搖,,FALSE,FALSE,,FALSE
fame,n.,名聲,,FALSE,FALSE,,FALSE
familiar,adj.,熟悉的,,FALSE,FALSE,,FALSE
familiarity,n.,熟悉度,,FALSE,FALSE,,FALSE
family,n.,家庭,,FALSE,FALSE,,FALSE
famous,adj.,著名的,,FALSE,FALSE,,FALSE
fantastic,adj.,極好的,,FALSE,FALSE,,FALSE
fantasy,n.,幻想,,FALSE,FALSE,,FALSE
fare,n.,票價,,FALSE,FALSE,,FALSE
farewell,n.,告別,,FALSE,FALSE,,FALSE
farmer,n.,農民,,FALSE,FALSE,,FALSE
fascinate,v.,吸引,,FALSE,FALSE,,FALSE
fascination,n.,魅力,,FALSE,FALSE,,FALSE
fashionable,adj.,時髦,,FALSE,FALSE,,FALSE
fasten,v.,系,,FALSE,FALSE,,FALSE
flea,n.,跳蚤,,FALSE,FALSE,,FALSE
flee,v.,逃跑,,FALSE,FALSE,,FALSE
fleet,n.,艦隊,,FALSE,FALSE,,FALSE
flesh,n.,肉,,FALSE,FALSE,,FALSE
flexibility,n.,靈活性,,FALSE,FALSE,,FALSE
flexible,adj.,靈活的,,FALSE,FALSE,,FALSE
flight,n.,航班,,FALSE,FALSE,,FALSE
flour,n.,麵粉,,FALSE,FALSE,,FALSE
flu,n.,流感,,FALSE,FALSE,,FALSE
fluency,n.,流暢度,,FALSE,FALSE,,FALSE
fluent,adj.,流利,,FALSE,FALSE,,FALSE
flute,n.,長笛,,FALSE,FALSE,,FALSE
foggy,adj.,有霧的,,FALSE,FALSE,,FALSE
folk,n.,民間,,FALSE,FALSE,,FALSE
follow,v.,跟隨,,FALSE,FALSE,,FALSE
follower,n.,追隨者,,FALSE,FALSE,,FALSE
fond,adj.,喜歡,,FALSE,FALSE,,FALSE
food,n.,食物,,FALSE,FALSE,,FALSE
foolish,adj.,愚蠢的,,FALSE,FALSE,,FALSE
full,adj.,滿的,,FALSE,FALSE,,FALSE
fun,n.,樂趣,,FALSE,FALSE,,FALSE
functional,adj.,功能性的,,FALSE,FALSE,,FALSE
funeral,n.,葬禮,,FALSE,FALSE,,FALSE
funny,adj.,有趣的,,FALSE,FALSE,,FALSE
fur,n.,毛皮,,FALSE,FALSE,,FALSE
furious,adj.,狂怒,,FALSE,FALSE,,FALSE
furnish,v.,提供,,FALSE,FALSE,,FALSE
furniture,n.,家具,,FALSE,FALSE,,FALSE
furthermore,adv.,此外,,FALSE,FALSE,,FALSE
geography,n.,地理,,FALSE,FALSE,,FALSE
gallery,n.,畫廊,,FALSE,FALSE,,FALSE
gallon,n.,加侖,,FALSE,FALSE,,FALSE
get,v.,得到,,FALSE,FALSE,,FALSE
ghost,n.,鬼,,FALSE,FALSE,,FALSE
game,n.,遊戲,,FALSE,FALSE,,FALSE
gift,n.,禮物,,FALSE,FALSE,,FALSE
gap,n.,差距,,FALSE,FALSE,,FALSE
garage,n.,車庫,,FALSE,FALSE,,FALSE
garbage,n.,垃圾,,FALSE,FALSE,,FALSE
giraffe,n.,長頸鹿,,FALSE,FALSE,,FALSE
gardener,n.,園丁,,FALSE,FALSE,,FALSE
girl,n.,女孩,,FALSE,FALSE,,FALSE
garlic,n.,蒜,,FALSE,FALSE,,FALSE
give,v.,給,,FALSE,FALSE,,FALSE
gasoline/gas,n.,汽油/天然氣,,FALSE,FALSE,,FALSE
gradual,adj.,漸進的,,FALSE,FALSE,,FALSE
grain,n.,糧食,,FALSE,FALSE,,FALSE
gram,n.,克,,FALSE,FALSE,,FALSE
grand,adj.,盛大,,FALSE,FALSE,,FALSE
grandfather,n.,祖父,,FALSE,FALSE,,FALSE
grandmother,n.,祖母,,FALSE,FALSE,,FALSE
grape,n.,葡萄,,FALSE,FALSE,,FALSE
grapefruit,n.,柚子,,FALSE,FALSE,,FALSE
grass,n.,草,,FALSE,FALSE,,FALSE
graze,v.,輕擦,,FALSE,FALSE,,FALSE
habit,n.,習慣,,FALSE,FALSE,,FALSE
greet,v.,迎接,,FALSE,FALSE,,FALSE
hacker,n.,駭客,,FALSE,FALSE,,FALSE
hat,n.,帽子,,FALSE,FALSE,,FALSE
hawk,n.,鷹,,FALSE,FALSE,,FALSE
headache,n.,頭痛,,FALSE,FALSE,,FALSE
headphone(s),n.,耳機）,,FALSE,FALSE,,FALSE
health,n.,健康,,FALSE,FALSE,,FALSE
healthful,adj.,健康的,,FALSE,FALSE,,FALSE
healthy,adj.,健康,,FALSE,FALSE,,FALSE
hear,v.,聽到,,FALSE,FALSE,,FALSE
heart,n.,心,,FALSE,FALSE,,FALSE
hearty,adj.,爽朗,,FALSE,FALSE,,FALSE
heavy,adj.,重的,,FALSE,FALSE,,FALSE
height,n.,高度,,FALSE,FALSE,,FALSE
heighten,v.,增高,,FALSE,FALSE,,FALSE
helicopter,n.,直升機,,FALSE,FALSE,,FALSE
hello,n.,你好,,FALSE,FALSE,,FALSE
hotel,n.,飯店,,FALSE,FALSE,,FALSE
hour,n.,小時,,FALSE,FALSE,,FALSE
household,n.,家庭,,FALSE,FALSE,,FALSE
housekeeper,n.,管家,,FALSE,FALSE,,FALSE
housewife,n.,家庭主婦,,FALSE,FALSE,,FALSE
housework,n.,家務,,FALSE,FALSE,,FALSE
housing,n.,住房,,FALSE,FALSE,,FALSE
how,adv.,如何,,FALSE,FALSE,,FALSE
however,adv.,然而,,FALSE,FALSE,,FALSE
hum,v.,哼,,FALSE,FALSE,,FALSE
humanity,n.,人類,,FALSE,FALSE,,FALSE
humid,adj.,濕,,FALSE,FALSE,,FALSE
humidity,n.,濕度,,FALSE,FALSE,,FALSE
humiliate,v.,羞辱,,FALSE,FALSE,,FALSE
humor,n.,幽默,,FALSE,FALSE,,FALSE
humorous,adj.,幽默,,FALSE,FALSE,,FALSE
hunger,n.,飢餓,,FALSE,FALSE,,FALSE
hungry,adj.,飢餓的,,FALSE,FALSE,,FALSE
hurricane,n.,颶風,,FALSE,FALSE,,FALSE
husband,n.,丈夫,,FALSE,FALSE,,FALSE
hut,n.,小屋,,FALSE,FALSE,,FALSE
hydrogen,n.,氫,,FALSE,FALSE,,FALSE
hygiene,n.,衛生,,FALSE,FALSE,,FALSE
indifference,n.,漠不關心,,FALSE,FALSE,,FALSE
indifferent,adj.,冷漠,,FALSE,FALSE,,FALSE
indigenous,adj.,土著,,FALSE,FALSE,,FALSE
indignant,adj.,憤怒,,FALSE,FALSE,,FALSE
indispensable,adj.,必不可少,,FALSE,FALSE,,FALSE
indoor,adj.,室內的,,FALSE,FALSE,,FALSE
indoors,adv.,室內,,FALSE,FALSE,,FALSE
induce,v.,誘發,,FALSE,FALSE,,FALSE
indulge,v.,放縱,,FALSE,FALSE,,FALSE
industrial,adj.,工業的,,FALSE,FALSE,,FALSE
industrialize,v.,工業化,,FALSE,FALSE,,FALSE
industry,n.,行業,,FALSE,FALSE,,FALSE
inevitable,adj.,不可避免的,,FALSE,FALSE,,FALSE
infant,n.,嬰兒,,FALSE,FALSE,,FALSE
infect,v.,感染,,FALSE,FALSE,,FALSE
infection,n.,感染,,FALSE,FALSE,,FALSE
infectious,adj.,傳染性的,,FALSE,FALSE,,FALSE
infer,v.,推斷,,FALSE,FALSE,,FALSE
infinite,adj.,無限,,FALSE,FALSE,,FALSE
inflation,n.,通貨膨脹,,FALSE,FALSE,,FALSE
inflict,v.,造成,,FALSE,FALSE,,FALSE
influential,adj.,有影響,,FALSE,FALSE,,FALSE
inform,v.,通知,,FALSE,FALSE,,FALSE
information,n.,資訊,,FALSE,FALSE,,FALSE
informative,adj.,信息豐富的,,FALSE,FALSE,,FALSE
infrastructure,n.,基礎設施,,FALSE,FALSE,,FALSE
ingredient,n.,成分,,FALSE,FALSE,,FALSE
inhabit,v.,棲息,,FALSE,FALSE,,FALSE
inhabitant,n.,居民,,FALSE,FALSE,,FALSE
inherent,adj.,固有,,FALSE,FALSE,,FALSE
inherit,v.,繼承,,FALSE,FALSE,,FALSE
inject,v.,注入,,FALSE,FALSE,,FALSE
injection,n.,注射,,FALSE,FALSE,,FALSE
injure,v.,損傷,,FALSE,FALSE,,FALSE
intimacy,n.,親密感,,FALSE,FALSE,,FALSE
intimidate,v.,威嚇,,FALSE,FALSE,,FALSE
jacket,n.,夾克,,FALSE,FALSE,,FALSE
into,prep.,進入,,FALSE,FALSE,,FALSE
intonation,n.,語調,,FALSE,FALSE,,FALSE
introduce,v.,介紹,,FALSE,FALSE,,FALSE
introduction,n.,介紹,,FALSE,FALSE,,FALSE
jar,n.,罐,,FALSE,FALSE,,FALSE
intrude,v.,侵入,,FALSE,FALSE,,FALSE
intruder,n.,入侵者,,FALSE,FALSE,,FALSE
jaw,n.,顎,,FALSE,FALSE,,FALSE
intuition,n.,直覺,,FALSE,FALSE,,FALSE
jazz,n.,爵士樂,,FALSE,FALSE,,FALSE
invade,v.,入侵,,FALSE,FALSE,,FALSE
jealous,adj.,嫉妒的,,FALSE,FALSE,,FALSE
invaluable,adj.,無價,,FALSE,FALSE,,FALSE
jeans,n.,牛仔褲,,FALSE,FALSE,,FALSE
invasion,n.,入侵,,FALSE,FALSE,,FALSE
jeep,n.,吉普車,,FALSE,FALSE,,FALSE
invent,v.,發明,,FALSE,FALSE,,FALSE
jelly,n.,果凍,,FALSE,FALSE,,FALSE
inventor,n.,發明者,,FALSE,FALSE,,FALSE
jewel,n.,寶石,,FALSE,FALSE,,FALSE
jewelry,n.,珠寶,,FALSE,FALSE,,FALSE
investigate,v.,調查,,FALSE,FALSE,,FALSE
job,n.,工作,,FALSE,FALSE,,FALSE
investigator,n.,研究者,,FALSE,FALSE,,FALSE
invitation,n.,邀請函,,FALSE,FALSE,,FALSE
invite,v.,邀請,,FALSE,FALSE,,FALSE
journal,n.,雜誌,,FALSE,FALSE,,FALSE
irony,n.,諷刺,,FALSE,FALSE,,FALSE
journalism,n.,新聞學,,FALSE,FALSE,,FALSE
journalist,n.,記者,,FALSE,FALSE,,FALSE
island,n.,島,,FALSE,FALSE,,FALSE
joy,n.,喜悅,,FALSE,FALSE,,FALSE
joyful,adj.,快樂,,FALSE,FALSE,,FALSE
judgment/judgement,n.,判斷/判斷,,FALSE,FALSE,,FALSE
item,n.,物品,,FALSE,FALSE,,FALSE
knight,n.,騎士,,FALSE,FALSE,,FALSE
know,v.,知道,,FALSE,FALSE,,FALSE
knowledge,n.,知識,,FALSE,FALSE,,FALSE
koala,n.,無尾熊,,FALSE,FALSE,,FALSE
lawmaker,n.,立法者,,FALSE,FALSE,,FALSE
lawn,n.,草地,,FALSE,FALSE,,FALSE
lawsuit,n.,訴訟,,FALSE,FALSE,,FALSE
lawyer,n.,律師,,FALSE,FALSE,,FALSE
lay,v.,躺著,,FALSE,FALSE,,FALSE
ladder,n.,梯子,,FALSE,FALSE,,FALSE
lady,n.,女士,,FALSE,FALSE,,FALSE
lazy,adj.,懶惰的,,FALSE,FALSE,,FALSE
ladybug,n.,瓢蟲,,FALSE,FALSE,,FALSE
leader,n.,領導者,,FALSE,FALSE,,FALSE
lake,n.,湖,,FALSE,FALSE,,FALSE
leadership,n.,領導,,FALSE,FALSE,,FALSE
leaf,n.,葉子,,FALSE,FALSE,,FALSE
lamp,n.,燈,,FALSE,FALSE,,FALSE
landlord,n.,房東,,FALSE,FALSE,,FALSE
learn,v.,學習,,FALSE,FALSE,,FALSE
learning,n.,學習,,FALSE,FALSE,,FALSE
lane,n.,車道,,FALSE,FALSE,,FALSE
language,n.,語言,,FALSE,FALSE,,FALSE
lantern,n.,燈籠,,FALSE,FALSE,,FALSE
leather,n.,皮革,,FALSE,FALSE,,FALSE
lap,n.,圈,,FALSE,FALSE,,FALSE
large,adj.,大的,,FALSE,FALSE,,FALSE
laser,n.,雷射,,FALSE,FALSE,,FALSE
leg,n.,腿,,FALSE,FALSE,,FALSE
legacy,n.,遺產,,FALSE,FALSE,,FALSE
lately,adv.,最近,,FALSE,FALSE,,FALSE
legal,adj.,合法的,,FALSE,FALSE,,FALSE
later,adv.,之後,,FALSE,FALSE,,FALSE
life,n.,生活,,FALSE,FALSE,,FALSE
likelihood,n.,可能性,,FALSE,FALSE,,FALSE
likewise,adv.,同樣地,,FALSE,FALSE,,FALSE
linger,v.,縈繞,,FALSE,FALSE,,FALSE
lining,n.,牙髓保護層,,FALSE,FALSE,,FALSE
lion,n.,獅子,,FALSE,FALSE,,FALSE
lip,n.,唇,,FALSE,FALSE,,FALSE
machinery,n.,機械,,FALSE,FALSE,,FALSE
liquid,n.,液體,,FALSE,FALSE,,FALSE
mad,adj.,瘋狂的,,FALSE,FALSE,,FALSE
madam/ma’am,n.,女士/女士,,FALSE,FALSE,,FALSE
magazine,n.,雜誌,,FALSE,FALSE,,FALSE
listen,v.,聽,,FALSE,FALSE,,FALSE
listener,n.,聽眾,,FALSE,FALSE,,FALSE
liter,n.,升,,FALSE,FALSE,,FALSE
literacy,n.,識字能力,,FALSE,FALSE,,FALSE
literal,adj.,文字,,FALSE,FALSE,,FALSE
magnetic,adj.,磁的,,FALSE,FALSE,,FALSE
magnificent,adj.,壯麗,,FALSE,FALSE,,FALSE
magnify,v.,放大,,FALSE,FALSE,,FALSE
mainland,n.,大陸,,FALSE,FALSE,,FALSE
mainstream,n.,主流,,FALSE,FALSE,,FALSE
maintain,v.,維持,,FALSE,FALSE,,FALSE
maintenance,n.,維護,,FALSE,FALSE,,FALSE
majestic,adj.,雄偉,,FALSE,FALSE,,FALSE
majesty,n.,威嚴,,FALSE,FALSE,,FALSE
make,v.,製作,,FALSE,FALSE,,FALSE
makeup,n.,化妝品,,FALSE,FALSE,,FALSE
manager,n.,主管,,FALSE,FALSE,,FALSE
mango,n.,芒果,,FALSE,FALSE,,FALSE
manner,n.,方式,,FALSE,FALSE,,FALSE
manufacturer,n.,製造商,,FALSE,FALSE,,FALSE
manuscript,n.,手稿,,FALSE,FALSE,,FALSE
maple,n.,楓,,FALSE,FALSE,,FALSE
mar,v.,三月,,FALSE,FALSE,,FALSE
marathon,n.,馬拉松,,FALSE,FALSE,,FALSE
margin,n.,利潤,,FALSE,FALSE,,FALSE
marginal,adj.,邊緣,,FALSE,FALSE,,FALSE
mermaid,n.,美人魚,,FALSE,FALSE,,FALSE
merry,adj.,快樂的,,FALSE,FALSE,,FALSE
messenger,n.,信使,,FALSE,FALSE,,FALSE
messy,adj.,凌亂的,,FALSE,FALSE,,FALSE
microphone/mike,n.,麥克風/麥克風,,FALSE,FALSE,,FALSE
microscope,n.,顯微鏡,,FALSE,FALSE,,FALSE
mighty,adj.,強大的,,FALSE,FALSE,,FALSE
mild,adj.,輕微,,FALSE,FALSE,,FALSE
milk,n.,牛奶,,FALSE,FALSE,,FALSE
million,n.,百萬,,FALSE,FALSE,,FALSE
millionaire,n.,百萬富翁,,FALSE,FALSE,,FALSE
miner,n.,礦工,,FALSE,FALSE,,FALSE
mineral,n.,礦物,,FALSE,FALSE,,FALSE
mingle,v.,交融,,FALSE,FALSE,,FALSE
minister,n.,部長,,FALSE,FALSE,,FALSE
ministry,n.,部,,FALSE,FALSE,,FALSE
motivation,n.,動機,,FALSE,FALSE,,FALSE
motor,n.,發動機,,FALSE,FALSE,,FALSE
motto,n.,座右銘,,FALSE,FALSE,,FALSE
mountain,n.,山,,FALSE,FALSE,,FALSE
mountainous,adj.,多山,,FALSE,FALSE,,FALSE
mourn,v.,哀悼,,FALSE,FALSE,,FALSE
mournful,adj.,悲哀,,FALSE,FALSE,,FALSE
naive,adj.,幼稚的,,FALSE,FALSE,,FALSE
mouse,n.,老鼠,,FALSE,FALSE,,FALSE
naked,adj.,裸,,FALSE,FALSE,,FALSE
namely,adv.,即,,FALSE,FALSE,,FALSE
movie/film,n.,電影/電影,,FALSE,FALSE,,FALSE
mow,v.,刈,,FALSE,FALSE,,FALSE
napkin,n.,餐巾,,FALSE,FALSE,,FALSE
Mr./Mister,n.,先生/先生,,FALSE,FALSE,,FALSE
narrate,v.,敘事,,FALSE,FALSE,,FALSE
Mrs.,n.,太太。,,FALSE,FALSE,,FALSE
Ms.,n.,多發性硬化症。,,FALSE,FALSE,,FALSE
narrator,n.,敘述者,,FALSE,FALSE,,FALSE
mud,n.,泥,,FALSE,FALSE,,FALSE
nasty,adj.,可惡的,,FALSE,FALSE,,FALSE
muddy,adj.,渾,,FALSE,FALSE,,FALSE
national,adj.,國家的,,FALSE,FALSE,,FALSE
mule,n.,騾子,,FALSE,FALSE,,FALSE
nationalism,n.,民族主義,,FALSE,FALSE,,FALSE
multiple,adj.,多種的,,FALSE,FALSE,,FALSE
nationality,n.,國籍,,FALSE,FALSE,,FALSE
multiply,v.,乘,,FALSE,FALSE,,FALSE
nature,n.,自然,,FALSE,FALSE,,FALSE
murderer,n.,兇手,,FALSE,FALSE,,FALSE
navigate,v.,導航,,FALSE,FALSE,,FALSE
navigation,n.,導航,,FALSE,FALSE,,FALSE
muscle,n.,肌肉,,FALSE,FALSE,,FALSE
navy,n.,海軍,,FALSE,FALSE,,FALSE
muse,n.,沉思,,FALSE,FALSE,,FALSE
museum,n.,博物館,,FALSE,FALSE,,FALSE
nearsighted,adj.,近視眼,,FALSE,FALSE,,FALSE
music,n.,音樂,,FALSE,FALSE,,FALSE
neat,adj.,整潔的,,FALSE,FALSE,,FALSE
necessity,n.,必要性,,FALSE,FALSE,,FALSE
neck,n.,脖子,,FALSE,FALSE,,FALSE
nominee,n.,被提名人,,FALSE,FALSE,,FALSE
nonprofit,adj.,非營利組織,,FALSE,FALSE,,FALSE
nonsense,n.,廢話,,FALSE,FALSE,,FALSE
noodle,n.,麵條,,FALSE,FALSE,,FALSE
noon,n.,中午,,FALSE,FALSE,,FALSE
nor,conj.,也不,,FALSE,FALSE,,FALSE
norm,n.,規範,,FALSE,FALSE,,FALSE
normal,adj.,普通的,,FALSE,FALSE,,FALSE
northern,adj.,北方,,FALSE,FALSE,,FALSE
nose,n.,鼻子,,FALSE,FALSE,,FALSE
not,adv.,不是,,FALSE,FALSE,,FALSE
notebook,n.,筆記本,,FALSE,FALSE,,FALSE
noticeable,adj.,顯,,FALSE,FALSE,,FALSE
notify,v.,通知,,FALSE,FALSE,,FALSE
notion,n.,概念,,FALSE,FALSE,,FALSE
novelist,n.,小說家,,FALSE,FALSE,,FALSE
nowadays,adv.,如今,,FALSE,FALSE,,FALSE
nuclear,adj.,核,,FALSE,FALSE,,FALSE
numerous,adj.,很多的,,FALSE,FALSE,,FALSE
nun,n.,尼姑,,FALSE,FALSE,,FALSE
nursery,n.,苗圃,,FALSE,FALSE,,FALSE
nut,n.,堅果,,FALSE,FALSE,,FALSE
optimism,n.,樂觀,,FALSE,FALSE,,FALSE
optimistic,adj.,樂觀的,,FALSE,FALSE,,FALSE
optional,adj.,選修的,,FALSE,FALSE,,FALSE
or,conj.,或者,,FALSE,FALSE,,FALSE
orchard,n.,果園,,FALSE,FALSE,,FALSE
package,n.,包裹,,FALSE,FALSE,,FALSE
packet,n.,包,,FALSE,FALSE,,FALSE
ordinary,adj.,普通的,,FALSE,FALSE,,FALSE
organ,n.,器官,,FALSE,FALSE,,FALSE
organic,adj.,有機的,,FALSE,FALSE,,FALSE
page,n.,頁,,FALSE,FALSE,,FALSE
organism,n.,生物,,FALSE,FALSE,,FALSE
organization,n.,組織,,FALSE,FALSE,,FALSE
painful,adj.,痛苦,,FALSE,FALSE,,FALSE
organize,v.,組織,,FALSE,FALSE,,FALSE
painter,n.,畫家,,FALSE,FALSE,,FALSE
painting,n.,繪畫,,FALSE,FALSE,,FALSE
pair,n.,一對,,FALSE,FALSE,,FALSE
pajamas,n.,睡衣,,FALSE,FALSE,,FALSE
origin,n.,起源,,FALSE,FALSE,,FALSE
originality,n.,獨創性,,FALSE,FALSE,,FALSE
pale,adj.,蒼白,,FALSE,FALSE,,FALSE
pan,n.,平底鍋,,FALSE,FALSE,,FALSE
panda,n.,貓熊,,FALSE,FALSE,,FALSE
pants,n.,褲子,,FALSE,FALSE,,FALSE
papaya,n.,木瓜,,FALSE,FALSE,,FALSE
paperback,n.,平裝,,FALSE,FALSE,,FALSE
outdoor,adj.,戶外的,,FALSE,FALSE,,FALSE
outdoors,adv.,戶外,,FALSE,FALSE,,FALSE
outer,adj.,外,,FALSE,FALSE,,FALSE
paradox,n.,悖論,,FALSE,FALSE,,FALSE
paralyze,v.,癱瘓,,FALSE,FALSE,,FALSE
parent(s),n.,父母）,,FALSE,FALSE,,FALSE
parliament,n.,議會,,FALSE,FALSE,,FALSE
participant,n.,參與者,,FALSE,FALSE,,FALSE
participate,v.,參加,,FALSE,FALSE,,FALSE
particle,n.,粒子,,FALSE,FALSE,,FALSE
particular,adj.,特別的,,FALSE,FALSE,,FALSE
partly,adv.,部分地,,FALSE,FALSE,,FALSE
partner,n.,夥伴,,FALSE,FALSE,,FALSE
passionate,adj.,熱情的,,FALSE,FALSE,,FALSE
password,n.,密碼,,FALSE,FALSE,,FALSE
pastime,n.,消遣,,FALSE,FALSE,,FALSE
pastry,n.,糕點,,FALSE,FALSE,,FALSE
path,n.,小路,,FALSE,FALSE,,FALSE
pathetic,adj.,可憐的,,FALSE,FALSE,,FALSE
phenomenon,n.,現象,,FALSE,FALSE,,FALSE
philosopher,n.,哲學家,,FALSE,FALSE,,FALSE
